epoch,train_loss,ce_loss,da_loss,source_acc,target_acc,eta_1,eta_2,sigma,epoch_warmup
22,1.1151458386218909,0.09382982326276375,0.1322180028214599,79.11931818181819,56.35036496350365,0.11867962777614594,0.8136290311813354,3.405616262881148,False
23,1.0730878801056833,0.09406621641281879,0.1219161685669061,78.97727272727273,66.95863746958638,0.11941485852003098,0.8062866926193237,3.2353354497370903,False
24,0.8236998102881692,0.08824067980502591,0.11574529359738032,78.64583333333333,57.372262773722625,0.12013199180364609,0.7988095283508301,3.0735686772502357,False
25,0.9177742726875074,0.09215087895140503,0.11271175380909082,77.55681818181819,55.47445255474452,0.12085806578397751,0.7914578318595886,2.919890243387724,False
26,0.5841110005523219,0.08310425033171971,0.12898623288580865,79.4034090909091,59.75669099756691,0.12154582887887955,0.7841931581497192,2.773895731218338,False
27,0.6456843036593813,0.08615655677788185,0.11946263886762387,80.87121212121212,61.3625304136253,0.12222953885793686,0.7771174907684326,2.6352009446574205,False
28,0.48685260613759357,0.08263060089313623,0.11013435369188135,79.59280303030303,60.24330900243309,0.12294283509254456,0.7699618339538574,2.5034408974245492,False
29,0.38044674468762946,0.08033841080737836,0.1123113449324261,82.05492424242425,59.416058394160586,0.12357542663812637,0.7628834843635559,2.3782688525533215,False
30,0.20397743673035593,0.07595756864457419,0.10759250695506732,82.33901515151516,65.79075425790754,0.1242009699344635,0.7558193206787109,2.2593554099256554,False
31,0.15816115249287,0.07564019445668567,0.09815417760700891,82.67045454545455,61.84914841849148,0.12483861297369003,0.7487101554870605,2.146387639429373,False
32,0.08875874678293864,0.07392229704242764,0.11185425486076962,82.43371212121212,66.61800486618004,0.1254732310771942,0.7417030930519104,2.0390682574579038,False
33,0.07815070947011311,0.0740933282808824,0.12269959192384373,83.28598484848484,67.00729927007299,0.12607070803642273,0.7350108623504639,1.9371148445850086,False
34,-0.20128896742156058,0.06619344990361821,0.1141194702323639,84.04356060606061,68.71046228710462,0.12665200233459473,0.7283087372779846,1.8402591023557582,False
35,-0.1778724410317161,0.0678646568999146,0.10664581733219551,84.70643939393939,70.94890510948905,0.1272112876176834,0.7217589020729065,1.7482461472379702,False
36,-0.29245737104704883,0.06443477004314914,0.11926555633544922,85.60606060606061,72.60340632603406,0.1277628093957901,0.7152058482170105,1.6608338398760716,False
37,-0.33668157187375153,0.06387075302049969,0.11175791275772182,82.90719696969697,71.24087591240875,0.12829531729221344,0.7087914347648621,1.5777921478822678,False
38,-0.35561656229423755,0.063596391090841,0.12000909413803708,85.70075757575758,70.2676399026764,0.12885983288288116,0.7023510932922363,1.4989025404881544,False
39,-0.4296225634488193,0.06214701926166361,0.10871059876499754,84.75378787878788,72.4087591240876,0.12939134240150452,0.6960251331329346,1.4239574134637467,False
40,-0.6790404969995673,0.05454295365647836,0.10361908647147092,89.29924242424242,76.25304136253041,0.12986575067043304,0.6897063851356506,1.3527595427905592,False
41,-0.8076970143751665,0.051020674971920074,0.09452175755392421,88.63636363636364,72.99270072992701,0.13029591739177704,0.6831305027008057,1.285121565651031,False
42,-0.8246379512729067,0.05048945444551381,0.10627595877105539,88.1155303030303,73.86861313868613,0.13071319460868835,0.6769203543663025,1.2208654873684797,False
43,-1.0463274319966633,0.04357720194666675,0.09990262454657843,90.3409090909091,76.30170316301704,0.13107289373874664,0.670666515827179,1.1598222130000555,False
44,-1.0829018462787976,0.041499961562680474,0.13079340688206934,91.42992424242425,77.71289537712896,0.13140371441841125,0.664667010307312,1.1018311023500529,False
45,-1.192752820072752,0.03920567871043176,0.10108502728469444,91.28787878787878,75.81508515815085,0.13170397281646729,0.6589745879173279,1.04673954723255,False
46,-1.0869179422205144,0.04339288496835665,0.09712011491258939,91.38257575757575,79.65936739659368,0.13203375041484833,0.6529331803321838,0.9944025698709225,False
47,-1.281251401612253,0.037021747028285805,0.09601133045825092,91.14583333333333,78.10218978102189,0.13234944641590118,0.6469529867172241,0.9446824413773763,False
48,-1.2947695797139949,0.036233670049996086,0.11120110355091817,92.8030303030303,79.2214111922141,0.13262371718883514,0.6411449909210205,0.8974483193085075,False
49,-1.3813834009748516,0.034111201763153076,0.09680560344096387,93.08712121212122,80.09732360097324,0.1328628808259964,0.6354089379310608,0.852575903343082,False
50,-1.5143786957769683,0.02969474613553647,0.09716304752862814,94.08143939393939,79.7080291970803,0.13305461406707764,0.6296193599700928,0.809947108175928,False
51,-1.5541724147218647,0.028770440794301754,0.0925255466365453,93.27651515151516,80.2919708029197,0.1332417130470276,0.6237732172012329,0.7694497527671316,False
52,-1.6253461223660093,0.02632181044442184,0.0967957851561633,94.55492424242425,79.41605839416059,0.1333993375301361,0.618165910243988,0.7309772651287749,False
53,-1.650288701057434,0.025719423919464603,0.09619997836875194,94.88636363636364,80.48661800486617,0.13354507088661194,0.6124985814094543,0.6944284018723361,False
54,-1.8087900804750847,0.02086031535696803,0.08498919168204973,95.83333333333333,80.34063260340632,0.13363075256347656,0.6069217920303345,0.6597069817787193,False
55,-1.8397448496385054,0.02032516481862827,0.07864593014572606,96.16477272727273,80.87591240875912,0.13369791209697723,0.6011826395988464,0.6267216326897833,False
56,-1.8814496452158147,0.018579312007535587,0.08905814689668742,96.54356060606061,80.68126520681265,0.13374263048171997,0.5956100821495056,0.5953855510552941,False
57,-1.8939961194992065,0.0189860500395298,0.07716486377246452,95.69128787878788,80.04866180048661,0.1337708830833435,0.5900223255157471,0.5656162735025293,False
58,-1.8609742359681563,0.01976137910264008,0.09007292161836769,95.35984848484848,79.65936739659368,0.13383443653583527,0.5847240090370178,0.5373354598274028,False
59,-1.9802118034073801,0.015624287143123873,0.09199145797527197,96.63825757575758,80.58394160583941,0.13383877277374268,0.5793305039405823,0.5104686868360326,False
60,-2.0522122383117676,0.014180618479396358,0.07536909593777223,97.06439393939394,80.04866180048661,0.13381314277648926,0.5740055441856384,0.48494525249423104,False
61,-2.062950278773452,0.01323535025232669,0.09029702898679358,96.96969696969697,80.43795620437956,0.13376478850841522,0.5688140988349915,0.4606979898695195,False
62,-2.122093854528485,0.012228799546419672,0.07470963477636829,97.53787878787878,78.97810218978103,0.13370172679424286,0.5635939836502075,0.43766309037604345,False
