epoch,train_loss,ce_loss,da_loss,source_acc,target_acc,target_f1,eta_1,entropy_loss,eta_2,sigma,align_loss,epoch_warmup
153,-2.443831850500668,3.633487309303639e-06,0.0009512585752150591,100.0,83.7956204379562,0.6085329192350876,0.09679213166236877,0.09131135265616809,0.8836774826049805,0.01,0.02475217981811832,False
154,-2.4440465814927044,1.5017076569446384e-05,0.0006172306397381951,100.0,83.94160583941606,0.6094291763309724,0.09679095447063446,0.08086183535702088,0.8836623430252075,0.01,0.024012200424776357,False
155,-2.4444230304044834,4.371263732055548e-06,0.0006940084345200483,100.0,83.7956204379562,0.6093226342451875,0.09678977727890015,0.07951496826375232,0.8836473822593689,0.01,0.02440935592440998,False
156,-2.44409283469705,3.3630991780723085e-06,0.0008452429490930893,100.0,84.18491484184915,0.6102204355563903,0.09678859263658524,0.09577082579626757,0.8836323022842407,0.01,0.024391629787928918,False
157,-2.439915825338925,5.6021443975683885e-05,0.0009473246686598834,99.95404411764706,83.7956204379562,0.6098786065879467,0.09678742289543152,0.09531401053947561,0.8836170434951782,0.01,0.027070682167130357,False
158,-2.442025100483614,5.053429786565122e-05,0.0007989932509029613,100.0,84.13625304136254,0.6093225913373412,0.0967862457036972,0.09008845708826009,0.883601725101471,0.01,0.023895503733964527,False
159,-2.4438181063708138,9.133516446269141e-06,0.0008421049398534439,100.0,83.64963503649635,0.6093225913373412,0.09678506851196289,0.0925961640827796,0.8835867047309875,0.01,0.024631992968566278,False
160,-2.4444141528185677,6.04655504750607e-06,0.000745541909161736,100.0,84.08759124087591,0.6075372529754834,0.09678389132022858,0.08590757014120326,0.8835715055465698,0.01,0.024219445884227753,False
161,-2.4426581018111286,2.062966813261536e-05,0.0008500954684089212,100.0,83.89294403892944,0.6080860843209638,0.09678272157907486,0.09524646226097555,0.8835564255714417,0.01,0.025725601898396715,False
162,-2.4440289244932285,1.1951966184857851e-05,0.0008485948338228114,100.0,83.7956204379562,0.6076401064828477,0.09678154438734055,0.081723720930955,0.8835414052009583,0.01,0.024511490893714568,False
163,-2.427616932812859,0.0003160981754269736,0.0007688718683579389,99.95404411764706,83.94160583941606,0.6058189191609884,0.09678035974502563,0.0931163811508347,0.8835261464118958,0.01,0.02456866851186051,False
