epoch,train_loss,ce_loss,da_loss,source_acc,target_acc,eta_1,entropy_loss,align_loss,sigma,eta_2,epoch_warmup
26,-2.343953584249203,0.0008720632846540447,0.0075396283135677755,99.85576923076923,83.21167883211679,0.10035759955644608,0.17002666397736624,0.03772844500266589,2.773895731218338,0.8875982761383057,False
27,-2.3555140568659856,0.0007583342790160084,0.008943119152592351,99.8076923076923,82.87104622871047,0.10020498186349869,0.15218399167060853,0.040286643029405524,2.6352009446574205,0.8819023370742798,False
28,-2.306505657388614,0.0019081969520567117,0.00959899918570255,99.61538461538461,83.7956204379562,0.10006926208734512,0.1397754876086345,0.03868473576238522,2.5034408974245492,0.8762723207473755,False
29,-2.393161041920002,0.00032081341565843175,0.010345889020782824,99.90384615384616,82.91970802919708,0.09990281611680984,0.14464727021180668,0.038043454346748495,2.3782688525533215,0.8707050681114197,False
30,-2.4169063898233265,4.310170086665284e-05,0.009215207325402075,100.0,81.99513381995133,0.09971825033426285,0.13421743248517698,0.03634031999569673,2.2593554099256554,0.8651900887489319,False
31,-2.407889727445749,0.0004116299429349204,0.008948373777541117,99.90384615384616,83.89294403892944,0.09953345358371735,0.1236351914703846,0.03427235145981495,2.146387639429373,0.8597139120101929,False
32,-2.382693691322437,0.0010644961974242378,0.008635790096237682,99.75961538461539,84.0389294403893,0.09935220330953598,0.1145156592130661,0.03546054956431572,2.0390682574579038,0.8542981147766113,False
33,-2.436436964915349,0.0001660424842689587,0.009131079822635422,99.95192307692308,83.45498783454988,0.09915467351675034,0.12362433941318439,0.03397431313418425,1.9371148445850086,0.8489362001419067,False
34,-2.3570482797347583,0.0018290816031075415,0.011505713536798095,99.71153846153847,83.30900243309003,0.09897800534963608,0.11381048737810208,0.03653917444440035,1.8402591023557582,0.8436369299888611,False
35,-2.3885110089412103,0.0014371309729973528,0.008893358533700498,99.75961538461539,82.9683698296837,0.09877432882785797,0.10929758978577761,0.032733475990020314,1.7482461472379702,0.8383819460868835,False
36,-2.442008355947641,0.0005605525149273551,0.008129718172578857,99.75961538461539,83.5036496350365,0.09858637303113937,0.12054501966788218,0.03220275259361817,1.6608338398760716,0.8331688642501831,False
37,-2.4342704424491295,0.0008134287975022512,0.010428606571916204,99.71153846153847,84.330900243309,0.09837028384208679,0.10456762365423716,0.035197723055115114,1.5777921478822678,0.8280261158943176,False
38,-2.4622514376273523,0.00045427997693657025,0.009988568817229511,99.90384615384616,82.62773722627738,0.09814254194498062,0.12276618623962769,0.03260174214553375,1.4989025404881544,0.8229332566261292,False
39,-2.4463547688264113,0.000953065824935952,0.008349032531707332,99.71153846153847,84.330900243309,0.09792451560497284,0.11020494063313191,0.031965847972493903,1.4239574134637467,0.8178814649581909,False
40,-2.4671673307052027,0.0007366935589439495,0.007879835308099596,99.95192307692308,84.18491484184915,0.09769535064697266,0.1023757320183974,0.030262788528433213,1.3527595427905592,0.8128778338432312,False
41,-2.5126626124748817,1.305205423245927e-05,0.009372002504264506,100.0,83.89294403892944,0.09743787348270416,0.10022279557127219,0.02976540819956706,1.285121565651031,0.8079330325126648,False
42,-2.4517656922340394,0.0013502623552968137,0.008450734398614329,99.75961538461539,83.84428223844282,0.09720029681921005,0.0988156024653178,0.028878167902047818,1.2208654873684797,0.8030377626419067,False
43,-2.450809399439738,0.0015522506878649159,0.006994925930093114,99.66346153846153,84.0389294403893,0.0969819650053978,0.10137452488908401,0.0275208135207112,1.1598222130000555,0.7981842756271362,False
44,-2.378928086620111,0.0029346394140672004,0.011181217342471848,99.42307692307692,84.13625304136254,0.09678629040718079,0.11363662034273148,0.03242190030331795,1.1018311023500529,0.7934077382087708,False
45,-2.434017748099107,0.0020569428778274483,0.01039662664809909,99.75961538461539,84.47688564476886,0.09658290445804596,0.12519676043437078,0.03152675996892727,1.04673954723255,0.7886864542961121,False
46,-2.540047425490159,0.00028910132167817655,0.00794383217759717,99.85576923076923,84.18491484184915,0.09631109237670898,0.1186115474655078,0.029328892222390726,0.9944025698709225,0.7839918732643127,False
47,-2.458022350645982,0.0019292227872258448,0.00979632855966114,99.75961538461539,84.8661800486618,0.09607775509357452,0.10800463729179823,0.030436457707904853,0.9446824413773763,0.7793554663658142,False
48,-2.523626314676725,0.0009095780055993977,0.008190084150275933,99.66346153846153,84.23357664233576,0.09581135213375092,0.0969013633636328,0.028727958465997988,0.8974483193085075,0.7747656106948853,False
49,-2.330448848467607,0.004528234765794099,0.010268057936515945,99.75961538461539,84.37956204379562,0.09567881375551224,0.10200597615196155,0.03195476798483959,0.852575903343082,0.7702352404594421,False
50,-2.489840028836177,0.0017996626603160866,0.00856927432334767,99.85576923076923,83.11435523114355,0.09545440971851349,0.10483762002908266,0.028222813185017844,0.809947108175928,0.765753448009491,False
51,-2.414003107180962,0.0032649914886112934,0.010793682899720106,99.5673076923077,84.96350364963503,0.09527472406625748,0.10009314463688777,0.03001115439602962,0.7694497527671316,0.7613318562507629,False
52,-2.2521729134596313,0.006396073090810389,0.007996530590865475,99.51923076923077,84.08759124087591,0.09516062587499619,0.10612474032319509,0.026002676956928695,0.7309772651287749,0.7569431066513062,False
53,-2.4661101506306573,0.0025743179859683955,0.010228720223172926,99.75961538461539,84.08759124087591,0.0950169563293457,0.10968700590041967,0.028974290722264692,0.6944284018723361,0.7526118755340576,False
54,-2.447914147377014,0.0031327997360170693,0.006508736858645884,99.8076923076923,84.62287104622871,0.09477805346250534,0.10130379205712906,0.023934721459562963,0.6597069817787193,0.7483156323432922,False
