epoch,train_loss,ce_loss,da_loss,source_acc,target_acc,target_f1,epoch_warmup
37,0.002263950473955928,0.002263950473955928,0.0,99.77022058823529,25.547445255474454,0.18569804738977555,False
38,0.004203311486943515,0.004203311486943515,0.0,98.71323529411765,15.669099756690997,0.06609368123032859,False
39,0.004389833930605057,0.004389833930605057,0.0,99.17279411764706,21.94647201946472,0.21157450274229936,False
40,0.0022753256750601236,0.0022753256750601236,0.0,98.85110294117646,26.131386861313867,0.10232761116985438,False
41,0.0013431750926161732,0.0013431750926161732,0.0,99.72426470588235,24.233576642335766,0.21769028356169118,False
42,0.0009793922890821705,0.0009793922890821705,0.0,99.63235294117646,36.058394160583944,0.22040717303403223,False
43,0.000973007469677695,0.000973007469677695,0.0,99.58639705882354,33.57664233576642,0.22243102134105944,False
44,0.0003106842655945323,0.0003106842655945323,0.0,99.86213235294117,46.180048661800484,0.2922680144030248,False
45,0.0008296793743926066,0.0008296793743926066,0.0,99.90808823529412,54.40389294403893,0.3170201143516243,False
46,0.0009077024549375946,0.0009077024549375946,0.0,99.63235294117646,50.75425790754258,0.29583514855188203,False
47,0.0005123746847911046,0.0005123746847911046,0.0,99.90808823529412,40.04866180048662,0.2713316212463319,False
48,0.0007734157112709534,0.0007734157112709534,0.0,99.86213235294117,36.39902676399027,0.2616918567140178,False
49,0.000998842377184166,0.000998842377184166,0.0,99.49448529411765,31.824817518248175,0.15571989330716937,False
50,0.0017086530184743048,0.0017086530184743048,0.0,99.72426470588235,21.41119221411192,0.14225949319956216,False
51,0.0005243325458650361,0.0005243325458650361,0.0,99.72426470588235,31.776155717761558,0.18685535553122676,False
52,0.00037368763568177685,0.00037368763568177685,0.0,99.77022058823529,30.559610705596107,0.22440013600089917,False
53,0.0008689019747875779,0.0008689019747875779,0.0,99.81617647058823,39.12408759124087,0.27602705642886677,False
54,0.0005363848923640463,0.0005363848923640463,0.0,99.86213235294117,45.839416058394164,0.3214133384608995,False
